A;B;C;D;E;F;G
7584;46183;1144;315;9;2485;0
7585;42335;1130;368.5;3;4239;0
7586;20406;716;;3;652;0
7587;1084;1208;398.5;1;1163;0
7588;40028;1106;;1;3752;1
7589;5351;1106;;3;300;1
7590;43096;1088;383;5;1314;0
7591;17645;958;304.5;3;3915;0
7592;36130;872;379;5;3550;1
7593;43365;1106;385.5;1;821;0
7594;1746;1068;383;1;2991;1
7595;25834;1140;378;1;1695;0
7596;49399;1208;295;13;900;0
7597;17701;1402;352;7;720;0
7598;25214;1308;402.5;1;102;0
7599;22308;1106;404;1;2844;1
7600;33070;812;;5;3184;0
7601;8450;1030;286;1;1742;0
7602;42456;1106;432;5;3702;0
7603;29790;880;186;19;2349;1
7604;35085;1188;364.5;1;4586;0
7605;48880;1340;456.5;1;2668;0
7606;15148;948;286.5;1;3118;1
7607;27905;1158;357;13;2772;1
7608;314;1076;280.5;9;1020;1
7609;41515;1120;415;1;1936;0
7610;30257;1106;379.5;7;4439;0
7611;20908;1126;;1;2630;0
7612;39585;1208;310;5;949;0
7613;44202;1450;419;1;4120;0
7614;36375;1106;437.5;1;565;0
7615;3855;840;;7;3643;1
7616;43061;1230;357;11;3624;0
7617;9123;1106;;1;1282;0
7618;38057;1208;332.5;5;2235;0
7619;25600;1266;383;3;1017;0
7620;28059;1092;352;15;3850;0
7621;9000;1132;353;3;364;0
7622;5586;1052;473;1;1528;0
7623;44521;1232;199.5;3;1948;0
7624;21477;1018;;1;1177;0
7625;34803;1106;;25;1121;0
7626;23751;1258;465;1;4430;0
7627;32499;1196;406;5;2620;1
7628;42107;1382;445.5;1;3405;0
7629;20052;1106;445.5;1;4461;0
7630;23731;1038;401.5;7;2982;0
7631;40309;1282;353;3;1779;0
7632;23168;1106;425;3;971;0
7633;35302;1010;424.5;13;3786;1
7634;42899;1450;408;9;2610;1
7635;20464;1372;459.5;3;22;0
7636;16300;842;408;3;4254;1
7637;40736;1144;400;7;3370;0
7638;41517;1106;367;5;3568;0
7639;15022;1334;368.5;3;4076;0
7640;33537;1250;280;3;2094;0
7641;20090;1106;404;3;2771;1
7642;28822;1060;295;1;464;0
7643;21472;1104;364.5;1;346;0
7644;31540;1106;208.5;3;4729;0
7645;40742;1004;327;11;1402;0
7646;479;1230;274.5;3;734;0
7647;39754;1166;436;3;676;0
7648;28518;1106;;1;3675;0
7649;15630;1070;304;5;4663;0
7650;17070;1106;;1;4295;0
7651;39973;1088;313;1;296;1
7652;17192;1140;461;3;3889;0
7653;37997;1096;406;9;3192;0
7654;7687;1194;411;1;3982;0
7655;33801;834;247;9;3252;1
7656;18159;1082;197.5;3;4892;1
7657;17616;1106;400.5;3;1561;0
7658;34896;1118;280;7;1097;0
7659;25204;1450;422;1;1234;0
7660;31702;1106;;1;917;1
7661;1625;908;224.5;1;3633;0
7662;5330;1106;451;1;441;0
7663;9276;1096;340;11;1252;1
7664;25024;1288;362.5;5;2411;0
7665;49507;988;289;7;4940;1
7666;40179;1030;357;3;544;1
7667;23545;972;300.5;1;797;0
7668;4650;1106;321.5;1;3706;1
7669;46399;946;396;1;1361;0
7670;3106;1354;380;5;1034;0
7671;8162;1450;485.5;1;1944;0
7672;7221;1106;;5;1871;0
7673;12822;1132;411.5;5;1030;1
7674;49012;1002;236;5;4851;0
7675;32115;996;347.5;1;3463;0
7676;37337;1156;430;3;3809;0
7677;13245;1262;435;5;1354;0
7678;25651;1360;432;1;2120;0
7679;21820;1064;274.5;5;1696;0
7680;11285;1106;395;1;2746;0
7681;20587;1406;;1;4569;0
7682;1333;912;241;5;1606;1
7683;6290;1180;344.5;3;3175;0
7684;32274;890;317.5;1;1649;1
7685;13380;1262;332.5;3;197;1
7686;958;966;324.5;1;3138;0
7687;43700;1030;344;5;4965;0
7688;2214;1032;354;5;2664;0
7689;26640;1260;;1;3811;0
7690;47560;1002;229;3;2494;0
7691;34165;1112;452.5;1;2174;0
7692;47067;1320;291;3;4324;0
7693;12319;1140;;3;31;0
7694;12427;1010;215.5;1;3702;0
7695;15803;1196;;1;4782;0
7696;16994;1106;;1;3171;0
7697;20919;1414;503;1;3882;0
7698;8994;1050;411.5;1;895;0
7699;48830;930;413.5;17;4952;1
7700;3170;904;251.5;3;2777;0
7701;46884;1164;449;5;40;0
7702;2769;946;291;7;3506;1
7703;8729;1212;482;1;18;0
7704;39905;1106;;5;3149;0
7705;2387;1228;377.5;7;1467;0
7706;33597;1012;398.5;17;722;1
7707;23381;976;291;9;771;0
7708;44119;1142;359;1;4954;1
7709;11664;1360;441;1;1139;0
7710;35929;1106;362.5;1;4779;0
7711;15342;1202;321.5;1;2876;1
7712;5236;1408;;1;2154;0
7713;7402;1314;;1;3453;0
7714;15144;1106;441.5;1;4867;0
7715;42836;1106;237;1;4317;0
7716;4884;1004;359;3;1671;0
7717;38939;840;349.5;3;3668;0
7718;4444;1078;328;1;2061;0
7719;27160;1080;430.5;1;4598;0
7720;42138;1106;387;1;611;1
7721;9903;1312;359;1;4533;0
7722;24597;1140;424.5;1;2626;0
7723;22870;1058;467.5;5;4433;1
7724;45277;1012;323.5;1;2644;0
7725;43432;1210;;1;3919;0
7726;13385;1106;;3;460;0
7727;3401;1106;;1;4860;0
7728;2365;1314;382.5;3;3478;0
7729;25996;1426;479;1;4979;0
7730;8939;1284;382.5;1;3205;0
7731;34065;940;209.5;5;1513;1
7732;2756;884;264;3;497;0
7733;7119;1288;;1;2336;0
7734;22076;1178;392.5;3;978;0
7735;40654;1310;;1;1855;0
7736;1440;1106;;1;2539;0
7737;46952;1104;182;5;167;1
7738;34114;1106;;1;1169;0
7739;39481;1346;391.5;7;2964;0
7740;48843;1368;445.5;1;4880;0
7741;10820;1112;358.5;3;3138;0
7742;5942;1186;335.5;3;2080;0
7743;31720;1106;;1;745;0
7744;16227;1216;364.5;7;3951;0
7745;48635;1106;381;1;4759;0
7746;3193;1178;465;5;2032;1
7747;29605;1106;357.5;1;4748;0
7748;17431;984;335;1;3734;1
7749;36223;1106;385.5;1;3330;0
7750;13454;936;;5;4837;1
7751;49702;1038;323.5;1;4732;0
7752;27934;852;310;3;1213;0
7753;20789;1106;;5;4715;0
7754;21874;1076;242;1;1826;1
7755;11856;990;403.5;5;2512;0
7756;4448;1106;;1;4758;0
7757;45844;1080;304.5;1;2377;0
7758;7979;994;436;9;675;1
7759;6148;1112;334.5;3;938;1
7760;13968;1058;256.5;3;2845;0
7761;29193;1106;452.5;1;153;0
7762;10503;1304;385.5;3;1562;0
7763;13651;1216;424.5;1;4064;0
7764;11108;1020;311;7;3637;0
7765;7927;1286;485.5;1;2835;0
7766;26264;1292;362.5;1;3850;0
7767;11821;1376;423;3;1751;0
7768;6082;1024;357;15;4239;0
7769;39714;1450;419;1;418;0
7770;13103;1088;473;5;4573;0
7771;42514;1076;318;3;1935;0
7772;11182;1344;344.5;3;1189;0
7773;42401;1060;374;5;112;0
7774;13695;1170;435;1;768;0
7775;17251;1450;480;3;1045;0
7776;48302;1026;305.5;1;1174;0
7777;28552;880;204.5;9;4273;0
7778;34991;1366;371.5;3;1596;0
7779;41311;988;318;9;1552;0
7780;4081;1220;362.5;1;1115;0
7781;9314;1238;316;1;1839;0
7782;20581;1282;477;1;1654;0
7783;264;1294;438;3;2017;0
7784;5065;908;407.5;1;3277;0
7785;38122;1106;427;1;860;0
7786;44955;1432;;17;242;1
7787;31091;1230;496;3;1987;0
7788;45007;956;330.5;3;1403;0
7789;33047;1110;294;5;2255;0
7790;7581;1100;323.5;1;3048;0
7791;22014;1106;;5;3940;0
7792;37264;1148;326.5;17;1808;1
7793;44957;1276;362.5;3;1240;0
7794;9136;1106;;1;3431;0
7795;43759;1024;328;13;4024;0
7796;20077;1106;;3;1374;0
7797;26473;1308;445.5;1;4522;0
7798;31936;1034;332;5;4053;0
7799;48710;1296;355.5;5;167;0
7800;21320;982;383;11;2673;0
7801;35943;1106;;1;4581;0
7802;5982;958;241.5;5;2959;1
7803;31331;1106;;1;4788;0
7804;22302;1102;295.5;3;672;1
7805;11491;848;313;15;539;0
7806;9614;1106;441.5;1;513;0
7807;13706;1200;283.5;3;1584;0
7808;29205;1106;386;1;4450;0
7809;39977;912;310;11;4967;1
7810;16100;1056;148.5;5;4646;1
7811;5614;1194;353;1;3333;1
7812;18754;1106;;1;4049;0
7813;21812;1282;411.5;5;461;0
7814;29355;1190;362.5;1;4300;0
7815;8206;770;404;7;3143;1
7816;13619;1052;328.5;1;2975;0
7817;26207;1188;;1;4421;0
7818;11360;1106;441;1;2117;0
7819;13269;982;360;1;3488;0
7820;45764;1220;225;7;2391;0
7821;36373;1114;249;1;1121;0
7822;11789;1106;351;3;599;0
7823;4554;1106;394.5;3;347;0
7824;44354;1106;;1;4723;0
7825;35618;1178;;5;1387;0
7826;19224;1106;406;1;4742;0
7827;45388;876;170;7;555;1
7828;21811;1434;419;1;2015;0
7829;35870;908;294.5;3;1504;1
7830;18463;1310;;1;2546;0
7831;25287;1276;308.5;3;2141;0
7832;18344;1122;467;9;60;0
7833;26316;1230;341;5;3644;0
7834;35557;1234;298;3;1226;0
7835;28316;850;331.5;3;1668;0
7836;26448;1106;;9;2008;0
7837;10806;1236;415;3;249;0
7838;9783;1028;360;3;796;0
7839;37099;1106;;3;4976;0
7840;36861;1106;445.5;3;2199;0
7841;19089;1208;292;5;1117;1
7842;19468;1160;394.5;5;785;0
7843;2301;1276;449;1;4663;0
7844;19703;1148;360;3;1543;0
7845;37372;1120;386.5;1;2207;0
7846;23559;1274;392;1;4478;0
7847;39115;1052;383;7;581;0
7848;30176;1176;;1;3865;0
7849;27992;1120;362.5;5;2237;1
7850;46694;1392;304;5;1350;0
7851;40369;1106;;1;2242;1
7852;1514;1106;419;1;4028;0
7853;18107;980;280.5;9;1384;0
7854;5651;1450;448.5;1;1182;0
7855;44222;1376;400.5;3;826;0
7856;28930;1160;304;3;4714;0
7857;49665;1110;397.5;1;1786;1
7858;23784;1190;395;1;2014;0
7859;6471;1178;;1;4437;0
7860;30335;1352;;1;176;0
7861;611;1206;372.5;1;3797;0
7862;16626;1374;445.5;5;2960;0
7863;48055;1106;;1;1177;0
7864;35849;1106;;1;4433;0
7865;7637;1194;374;1;3373;0
7866;41897;1430;380;5;3676;0
7867;5531;1106;378.5;3;2713;0
7868;34207;1106;451;1;1815;0
7869;29109;1106;332;3;3689;0
7870;34284;1372;430.5;1;725;0
7871;45746;1148;396;3;96;0
7872;136;1276;371.5;1;2878;0
7873;28731;1090;382;3;4702;0
7874;3976;1106;;3;1816;1
7875;14823;1106;;1;1459;0
7876;15511;846;330;1;1877;0
7877;31104;1410;447.5;3;2041;0
7878;6984;1248;466;1;1308;0
7879;41776;960;251;15;4150;0
7880;10895;1112;;1;3542;0
7881;12549;1106;451;3;1763;0
7882;26361;1106;;1;3423;0
7883;29007;910;434;5;3242;0
7884;48505;1100;222;3;1586;1
7885;27921;1106;473;1;2390;0
7886;7880;1106;273.5;1;212;0
7887;44763;1060;265.5;5;2817;0
7888;48214;1032;403.5;11;2640;0
7889;33250;1222;293.5;1;671;0
7890;39029;1102;248;3;3606;0
7891;24559;830;385.5;1;3593;0
7892;45908;1070;380.5;9;4743;0
7893;33628;1090;404;3;678;0
7894;25847;960;341.5;3;3484;1
7895;24535;880;393.5;1;3745;0
7896;3432;1144;207.5;3;4607;0
7897;49206;1196;408;3;2270;1
7898;8147;1106;465;1;4260;1
7899;27548;1058;310;15;1273;1
7900;35175;1106;;1;3729;0
7901;15270;1310;406;1;4637;0
7902;17025;1224;397.5;3;2157;0
7903;42416;1110;404;3;2106;0
7904;36328;1106;;1;4711;1
7905;16204;1146;451;1;4798;0
7906;7967;1332;304.5;3;2148;0
7907;17581;1216;304;1;782;0
7908;21240;1106;;1;1261;0
7909;11193;1060;;3;293;0
7910;40137;1278;402.5;3;1661;0
7911;12178;1106;429;1;3070;0
7912;36603;964;377.5;7;3709;0
7913;26353;1106;385.5;1;3028;0
7914;44048;952;321.5;3;3601;0
7915;45922;1118;150;1;2467;0
7916;29721;1390;289;1;4657;0
7917;2127;1166;295.5;11;3689;0
7918;41166;1192;323.5;1;2749;0
7919;43721;1450;451;1;1377;0
7920;22195;1324;362;1;3758;0
7921;40044;1202;437.5;1;1984;0
7922;12108;1252;368.5;1;3710;1
7923;21788;1276;441.5;1;1477;0
7924;34457;1120;265.5;1;467;0
7925;23692;1264;482.5;1;205;0
7926;30251;958;256.5;1;604;0
7927;13613;1148;452.5;1;730;0
7928;17979;1216;403.5;3;2361;0
7929;11335;1144;431.5;1;802;0
7930;5882;818;286.5;9;3347;1
7931;40911;1078;398.5;1;2466;0
7932;7984;948;251.5;1;540;1
7933;22487;1154;335.5;1;2110;0
7934;42136;1068;358.5;7;1313;0
7935;14203;1364;311.5;1;4347;0
7936;32090;876;254;15;3579;0
7937;26386;948;294.5;3;1130;0
7938;19582;1106;360;9;1502;1
7939;24295;1136;411.5;1;1090;0
7940;44550;1340;385.5;1;4113;0
7941;12179;1106;361.5;5;212;0
7942;3466;1220;443.5;3;389;0
7943;46129;686;;3;2260;1
7944;28028;902;265.5;9;4935;0
7945;24531;1292;348;11;1037;0
7946;25769;1106;295.5;3;4531;1
7947;6415;1106;310;7;3133;0
7948;36156;1252;371;3;2378;0
7949;10963;1378;451;1;1531;0
7950;11091;1106;358.5;3;3942;0
7951;23322;1106;378.5;1;4942;0
7952;26091;1150;395.5;1;3297;0
7953;8190;1192;;1;2896;0
7954;6294;1106;;5;481;0
7955;3765;1118;333;1;1091;0
7956;35718;1106;;1;3320;1
7957;23285;634;169;9;2181;1
7958;43189;906;414.5;15;2389;0
7959;12113;1018;328;3;1273;0
7960;31446;1246;308;1;3051;1
7961;28132;1106;;1;4682;1
7962;13701;816;189;9;389;1
7963;17695;1060;314;1;69;0
7964;13902;1258;380;1;4304;0
7965;16641;1106;;1;3763;1
7966;40412;954;268;7;1240;0
7967;35069;1056;295.5;5;1162;0
7968;12716;1092;406;1;1301;1
7969;46814;1194;380;1;2424;0
7970;44522;1406;376;3;966;0
7971;48817;1220;416;1;1756;0
7972;23393;1122;300.5;3;4161;0
7973;17072;980;316.5;5;2363;1
7974;6251;1142;383;13;2307;0
7975;23465;1338;334.5;3;1838;0
7976;35677;1078;345.5;1;4126;0
7977;19652;1182;332;3;3220;0
7978;7053;900;;23;2961;0
7979;27218;1106;;3;3325;0
7980;14327;1042;310;3;4396;0
7981;7243;1450;363.5;3;562;0
7982;38860;1398;386.5;5;1381;0
7983;4622;1108;426;1;336;0
7984;9478;934;332.5;3;4461;0
7985;2448;1184;380.5;1;2069;0
7986;15334;1118;251.5;3;945;0
7987;34900;1318;370.5;1;2181;0
7988;43177;1106;;1;976;0
7989;20135;1202;380.5;1;3230;0
7990;42684;990;302.5;1;2227;0
7991;43594;1242;269;1;2707;0
7992;39348;1128;362.5;1;4998;0
7993;7114;1232;;1;2900;0
7994;39851;1386;406;1;4719;0
7995;5830;1106;;3;46;0
7996;45251;1122;;1;1617;0
7997;19373;1220;360;3;3312;0
7998;5659;1356;286;5;2377;0
7999;9150;1156;406;9;1861;0
8000;14074;1278;;1;3641;0
8001;37251;1450;406;1;4275;0
8002;13476;1226;430.5;1;2228;0
8003;34734;1314;452.5;1;1312;0
8004;11870;1138;428.5;1;1103;0
8005;46166;1106;360;1;4309;0
8006;19439;908;395;1;2892;0
8007;16209;1008;383;19;1370;1
8008;29157;1262;383;1;1593;0
8009;47231;1078;361.5;1;4177;0
8010;3926;1118;263.5;1;4590;0
8011;3968;1106;456.5;1;4192;0
8012;42526;1318;356.5;5;4843;0
8013;30653;1250;332;3;1031;0
8014;32836;998;410;1;1905;0
8015;22688;1336;435;1;484;0
8016;3076;1102;328;11;4857;1
8017;9291;1172;279;13;2040;0
8018;11581;822;241;1;1230;0
8019;23030;1288;479;1;3872;0
8020;22694;846;164.5;3;4714;1
8021;32097;1022;448.5;1;1219;0
8022;1706;1006;226;5;828;1
8023;16337;1106;482.5;1;3124;1
8024;36344;1196;;9;1040;0
8025;29175;1104;361.5;1;381;0
8026;27214;1132;378;3;4982;0
8027;20887;996;367;1;4795;1
8028;11222;1346;424.5;3;655;0
8029;23391;1026;310;7;2971;1
8030;33365;1210;321;1;2716;0
8031;31108;1004;287;5;4852;0
8032;30938;1250;403.5;3;543;0
8033;33607;1410;469.5;1;2523;0
8034;9961;618;337;9;3075;1
8035;22793;1234;276;1;3181;0
8036;16278;1004;402.5;1;3475;0
8037;5460;1142;328;5;2754;0
8038;16044;1142;417;7;3723;0
8039;32950;994;418;1;834;0
8040;33526;1154;359.5;3;4817;0
8041;37454;1066;152.5;3;1648;0
8042;44919;1106;465;1;2143;1
8043;46536;1182;;1;2467;0
8044;7325;1068;304;1;218;0
8045;28795;1226;382;3;400;0
8046;32271;988;333.5;11;689;0
8047;13615;1106;;1;1855;0
8048;35880;1062;262.5;17;4065;1
8049;48180;1106;410;1;2060;0
8050;11281;968;;1;1065;0
8051;12604;1346;455;3;3397;0
8052;48090;1202;383;1;2595;0
8053;4946;1186;431;3;2879;0
8054;12923;1106;;1;42;0
8055;29198;1424;482.5;1;687;0
8056;33693;1106;;1;214;1
8057;15059;1342;377;1;4443;1
8058;20080;968;294;7;4777;0
8059;36856;932;295;5;362;0
8060;18725;1066;385.5;7;4171;1
8061;19541;1124;358.5;3;3104;0
8062;1797;976;419;3;3481;1
8063;23415;1106;;1;3627;0
8064;13852;1114;310;7;3679;1
8065;42331;1450;387;7;1607;0
8066;22959;1328;311;1;1273;0
8067;47596;1436;461;1;1913;0
8068;41621;1272;;11;3280;0
8069;16572;930;324.5;5;4576;1
8070;25102;1202;352.5;7;365;1
8071;29629;1272;385;7;3817;0
8072;46892;1306;280.5;11;4191;1
8073;34565;1164;362.5;3;3600;0
8074;37300;838;292;3;2108;0
8075;47810;1106;;1;2346;1
8076;41623;1166;;1;2209;0
8077;18960;1136;;3;60;0
8078;41697;836;373;3;2534;0
8079;45539;1106;;1;4619;1
8080;4296;906;328;7;3062;1
8081;18535;1094;445;1;1518;0
8082;14466;1026;428;3;4533;0
8083;47785;1126;482.5;1;2593;0
8084;24091;1088;394.5;5;986;0
8085;37969;1104;294;5;923;0
8086;41602;1260;328;1;4598;0
8087;23203;1106;;1;281;0
8088;43351;1106;311.5;1;3617;0
8089;35377;838;352;3;2224;0
8090;35167;1106;;1;2265;0
8091;2428;1444;334.5;3;330;0
8092;26771;1360;465;1;333;0
8093;41637;1238;419;7;3985;0
8094;40426;1206;370.5;3;2720;0
8095;17837;986;278;9;4039;0
8096;26907;1212;423.5;5;4845;0
8097;46027;1340;411.5;1;3655;0
8098;6897;1402;402.5;1;286;0
8099;29003;940;300.5;1;4740;0
8100;41066;1272;451;3;890;0
8101;20191;956;372.5;1;3009;1
8102;27058;1140;351;3;48;0
8103;30446;1272;353.5;3;726;0
8104;41862;1106;472;1;930;0
8105;1383;1430;465;1;3272;0
8106;9402;1208;432;7;103;0
8107;25438;1170;430.5;1;4252;0
8108;4935;992;285.5;5;2761;0
8109;13223;964;309.5;9;2819;0
8110;10465;948;357;5;4754;0
8111;1935;1106;417;3;3111;0
8112;24818;874;328;11;3916;0
8113;226;848;226.5;21;4476;1
8114;25108;956;194;7;1056;0
8115;18813;1118;419;3;2754;0
8116;17674;1068;;3;4154;0
8117;7215;1056;398.5;3;308;0
8118;1272;1140;360;11;1156;0
8119;2354;1106;;1;4523;0
8120;23055;1134;151.5;7;4349;1
8121;36729;1112;371;1;3724;0
8122;26523;1106;;5;489;1
8123;11265;1212;335;7;3630;1
8124;21733;1232;407.5;5;1889;0
8125;10794;1106;;5;4261;0
8126;43396;1144;434.5;3;3618;0
8127;15634;1106;;1;127;0
8128;46726;1144;318.5;5;1802;0
8129;31590;1160;281;1;905;0
8130;11512;966;322;1;4483;0
8131;4785;1136;472;1;2907;0
8132;38784;1150;364;5;1782;0
8133;43293;1064;339;3;421;0
8134;12465;1046;387;1;1465;0
8135;1307;1228;417.5;3;1642;0
8136;13611;902;325;3;84;0
8137;11852;1054;338.5;5;3222;0
8138;42136;912;296;5;1226;0
8139;45115;1238;325;7;548;0
8140;23670;1140;375;9;1429;0
8141;4960;886;393;5;4816;0
8142;37057;1274;432;1;2004;0
8143;44216;1166;394.5;3;1918;0
8144;49662;888;214;5;2716;0
8145;28714;1078;286.5;5;817;1
8146;5232;1208;295.5;3;3359;1
8147;37954;1252;465;3;3502;0
8148;49436;1050;352;1;4005;0
8149;32607;1032;413.5;1;3342;0
8150;30374;1106;417;1;3807;1
8151;41150;1106;406;1;3495;0
8152;23534;1132;503;3;2634;0
8153;27352;1098;372.5;1;1142;0
8154;6278;1106;397;11;1380;0
8155;174;1106;;1;1665;0
8156;37146;1046;377.5;15;608;1
8157;48225;956;325;3;1786;1
8158;31537;1196;399;1;418;0
8159;29942;1046;291;1;3602;0
8160;34092;864;280.5;31;3457;1
8161;7918;1168;362.5;1;1796;0
8162;28949;1192;248;5;3853;0
8163;40728;1230;430.5;1;3065;0
8164;5389;834;263;19;1997;0
8165;43229;1350;475.5;1;3992;0
8166;26663;1130;329.5;1;172;0
8167;25657;1062;365;5;3222;0
8168;15486;1208;380;3;2628;0
8169;39632;1124;292;5;169;1
8170;11054;1226;402.5;3;4787;0
8171;42606;1282;;1;3339;0
8172;32451;1302;445.5;1;4261;0
8173;25988;1136;324.5;7;3740;1
8174;37885;1302;387;9;3917;0
8175;8459;1106;;1;4606;0
8176;6415;994;309;3;1745;0
8177;31285;1104;362.5;5;3992;0
8178;16782;1360;;1;459;0
8179;34883;1190;368.5;1;3177;1
8180;28660;1106;;1;3415;0
8181;47578;1062;378;5;3266;0
8182;46217;1018;370;3;323;1
8183;14112;1106;;1;4789;1
8184;45959;1306;411.5;1;1128;0
8185;20807;1106;;1;680;0
8186;23574;1098;329;3;3961;1
8187;2878;1106;;1;2274;0
8188;12772;1420;383;3;2447;0
8189;13717;1176;195.5;7;1467;1
8190;15395;990;285.5;3;1679;1
8191;1594;1106;377.5;5;4439;0
8192;30501;764;259;1;1732;0
8193;15163;1124;397;3;3911;0
8194;46098;1106;414.5;1;949;0
8195;6558;1082;329;5;2032;0
8196;21099;1290;398.5;1;493;0
8197;23183;1176;310;5;2121;0
8198;35139;1106;;3;3717;0
8199;38675;1052;393.5;3;4335;1
8200;3222;1214;432.5;1;122;0
8201;44996;1300;304;3;1971;1
8202;38485;1268;;1;3345;0
8203;24358;1294;383;3;2462;0
8204;48318;1088;343.5;3;4068;0
8205;10821;1182;380;1;2881;0
8206;25435;1084;361.5;3;2822;0
8207;14370;1106;475.5;1;1442;0
8208;16102;954;328;11;2486;1
8209;9797;1184;382.5;1;3210;0
8210;9003;988;401.5;1;3308;0
8211;8189;1254;503;1;3303;0
8212;4951;1106;328;1;3660;0
8213;29369;1150;423.5;3;1937;0
8214;43641;1106;;1;692;1
8215;22168;1106;;11;553;1
8216;41768;1106;;11;1419;1
8217;6494;1106;;13;2621;1
8218;19064;974;223.5;9;1902;0
8219;5894;1198;344.5;3;2922;1
8220;6201;1066;383;9;2983;0
8221;27090;1106;451;3;4725;1
8222;47766;872;383;19;1254;1
8223;21048;1224;406;5;2;0
8224;36231;1130;397;5;1286;0
8225;48362;1122;406;1;3106;0
8226;41942;822;193.5;11;2469;1
8227;9040;1106;;1;1957;0
8228;49277;874;172;11;2866;1
8229;27040;888;;7;3450;1
8230;39870;1450;432;3;1598;0
8231;44093;1068;323.5;3;4188;1
8232;20656;1106;;13;1672;1
8233;4946;1094;328;9;4302;0
8234;38981;792;316;9;4352;1
8235;14150;990;;5;2881;0
8236;15503;1208;330.5;23;1219;1
8237;32796;934;330.5;7;1362;1
8238;15161;1106;;7;988;1
8239;4664;1106;;1;1113;1
8240;43856;1098;406;1;4206;1
8241;27592;842;294.5;1;4213;1
8242;35670;1106;344;3;1514;0
8243;22969;1136;398.5;3;1626;0
8244;10914;1078;244;3;582;0
8245;45639;1028;404;13;4317;0
8246;47217;1020;420.5;9;2222;0
8247;39310;1074;;1;4050;0
8248;42070;668;237;3;3730;1
8249;49553;1106;362.5;11;2561;1
8250;5498;924;358.5;7;750;0
8251;3893;958;330.5;9;70;1
8252;8485;1060;417;1;3815;0
8253;2345;1172;307;13;741;1
8254;19934;1056;;1;4167;0
8255;15135;656;276.5;9;2306;1
8256;25222;1234;;1;2658;0
8257;8477;1110;316;7;2135;0
8258;30750;1192;430.5;3;4312;1
8259;35521;802;304.5;7;1601;1
8260;14967;1040;404;5;2289;0
8261;28449;1188;376.5;7;3312;0
8262;5691;1134;300.5;7;2080;0
8263;41181;1150;238.5;1;4024;1
8264;38794;1272;327.5;1;2875;0
8265;37864;1210;362.5;7;3942;0
8266;37517;1072;291;11;1432;1
8267;8141;1070;292.5;9;3232;1
8268;41926;1048;279;5;3006;0
8269;23352;1310;357;11;4540;0
8270;4917;958;395;3;1203;0
8271;42857;1174;325;11;2935;0
8272;6474;1196;434.5;1;1864;0
8273;14101;940;148.5;3;2609;1
8274;36112;1228;245;7;1201;0
8275;33844;1106;451;3;1230;0
8276;32386;1066;353;1;3981;0
8277;31840;1052;344;3;4423;0
8278;34896;1254;;1;861;0
8279;30927;1104;198.5;13;3613;0
8280;19675;980;406;5;2493;0
8281;33141;1202;325;3;3742;0
8282;44097;1252;259;3;4941;0
8283;44370;1220;423.5;3;2338;0
8284;43743;1106;161.5;13;1961;1
8285;28674;944;404;7;1909;0
8286;33875;1166;344;9;3984;0
8287;22579;1238;334;1;4010;0
8288;12723;1016;419.5;7;2038;0
8289;7874;1062;;11;4767;0
8290;21169;1180;304;5;4697;0
8291;12237;754;310;7;4832;0
8292;15543;942;316;1;3103;1
8293;46872;1390;;1;4159;0
8294;4600;1194;409.5;7;4382;0
8295;33921;1280;383;1;2248;0
8296;11785;1266;277;1;3706;0
8297;10608;1180;254;5;3481;0
8298;47550;1324;485.5;1;452;0
8299;40455;1192;355;3;3548;1
8300;9121;1204;404;1;1955;0
8301;19383;1118;358.5;11;942;0
8302;31606;878;357;3;4816;1
8303;28537;1106;;1;3122;0
8304;14994;1124;383;5;839;0
8305;32742;1232;353;1;3275;0
8306;47769;1450;416;3;2235;0
8307;41376;1106;;1;362;0
8308;41424;1106;;1;1695;0
8309;8069;1258;295;3;479;0
8310;47592;1216;325;3;4042;0
8311;17379;1188;383;7;4119;0
8312;45437;1106;;1;4239;0
8313;25597;1030;323.5;5;1741;0
8314;26058;1254;387;7;2416;0
8315;30324;1254;411;3;4251;0
8316;42679;1398;482.5;1;2937;0
8317;1189;1022;402.5;1;4130;0
8318;28037;1106;362.5;1;3475;0
8319;15155;1144;432;1;892;0
8320;39131;1106;;1;2653;0
8321;44259;890;292.5;13;2099;0
8322;3191;1002;383;3;3397;0
8323;519;1230;427;1;1872;0
8324;23513;1246;391.5;3;2469;0
8325;22921;1056;234;3;4141;1
8326;48442;1430;462;1;1455;0
8327;7532;1258;447;3;4045;0
8328;19235;844;236;5;4357;1
8329;23583;1036;298;1;3973;0
8330;3303;1118;380.5;3;991;0
8331;32799;1272;382;7;533;1
8332;16680;1164;;1;2475;0
8333;9084;1296;403.5;5;2387;0
8334;18977;1090;353;3;1547;0
8335;38247;1124;234;3;4485;0
8336;7080;910;221;3;1358;1
8337;35359;990;376;1;5000;1
8338;21790;904;465;1;3989;0
8339;40296;1176;431.5;1;2444;0
8340;17746;978;384.5;1;3607;0
8341;16300;978;230;3;4409;1
8342;16139;1096;;1;4607;0
8343;48249;1320;399.5;5;4845;0
8344;20673;1190;259;5;4956;0
8345;27795;1386;407.5;1;4207;0
8346;22445;1256;365.5;1;3618;0
8347;32778;1106;404;1;921;0
8348;46279;1106;;1;2912;0
8349;28598;1170;337.5;1;1751;0
8350;28714;1168;391.5;1;818;0
